개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,구,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
3010000,PHMA220103010033021200003,20100930,,1,영업/정상,13,영업중,,,,,,02-754-2879,,,서울특별시 중구 명동1가 53번지 1호 7층,서울특별시 중구 명동길 43 7층 (명동1가 신한은행),4534.0,라임나무치과병원,20170905183811,I,2018-08-31 23:59:59.0,치과병원,198582.339705178,451302.602871612,치과병원,4.0,0.0,0.0,533.0,403 404 406 407,치과보존과 치주과 치과교정과 치과보철과,,,,0.0,0.0,,,0.0,
3010000,PHMA220113010033021200002,20111028,,1,영업/정상,13,영업중,,,,,,02-733-2875,,,,서울특별시 중구 퇴계로 447 211~213호 (황학동 황학아크로타워),4575.0,연세스위트치과병원,20190201171617,U,2019-02-03 02:40:00.0,치과병원,201836.958204434,451519.359477588,치과병원,2.0,0.0,0.0,294.3,403 404 406,치주과 치과교정과 치과보철과,,,,0.0,0.0,,,0.0,
3220000,PHMA220213220033021200001,20210126,,1,영업/정상,13,영업중,,,,,,02-6967-8200,,,서울특별시 강남구 논현동 90-7 디와이빌딩,서울특별시 강남구 학동로 233 디와이빌딩 3층 일부4~6층 (논현동),6053.0,강남와이케이병원,20210126114200,I,2020-11-30 22:08:00.0,병원,202995.512655196,445922.672107279,,,,,,,,,,,,,,,,
3030000,PHMA220003030033021200001,20001010,,1,영업/정상,13,영업중,,,,,,02-2281-0010,,,서울특별시 성동구 도선동 365번지 1호,서울특별시 성동구 무학로2길 8 (도선동),4707.0,연세슬기병원,20190227141640,U,2019-03-01 02:40:00.0,병원,202640.965627674,451334.93443267,병원,13.0,24.0,61.0,2043.84,120 119 115 114 111 108 106 105 104 101,내과 외과 정형외과 신경외과 성형외과 소아청소년과 피부과 비뇨의학과 진단검사의학과 재활의학과,,,,0.0,0.0,,,0.0,
3240000,PHMA220183240033021200001,20180222,,1,영업/정상,13,영업중,,,,,,1577-0082,,,서울특별시 강동구 길동 426번지,서울특별시 강동구 천호대로 1151 (길동),5356.0,고은빛여성병원,20210620153205,U,2020-12-05 22:02:00.0,병원,212244.532512145,447998.326845938,,,,,,,,,,,,,,,,
3240000,PHMA220053240033021200004,20050228,,1,영업/정상,13,영업중,,,,,,02-480-8000,,,,서울특별시 강동구 천호대로 1159 (길동),5356.0,서울양병원,20210609133308,U,2020-12-05 23:01:00.0,병원,212316.479132778,447989.176069951,,,,,,,,,,,,,,,,
3010000,PHMA219943010033021200001,19940225,,1,영업/정상,13,영업중,,,,,,02-2231-0900,,,,서울특별시 중구 다산로 78 (신당동 송도병원),4597.0,서울송도병원,20210121102009,U,2020-11-30 22:03:00.0,병원,200668.025915042,449903.538741488,,,,,,,,,,,,,,,,
3020000,PHMA219823020033021200001,19820421,,1,영업/정상,13,영업중,,,,,,705-9000,,,서울특별시 용산구 서계동 224번지 32호,서울특별시 용산구 청파로 383 (서계동 소화아동병원),4300.0,소화병원(의료법인 소화병원),20190612164235,U,2019-06-14 02:40:00.0,병원,197160.917789776,450168.3235982,병원,23.0,14.0,32.0,7132.3,119 116 111 105 101,내과 정형외과 소아청소년과 영상의학과 진단검사의학과,,,,0.0,0.0,,,0.0,
3100000,PHMA220163100034021200002,20160823,,1,영업/정상,13,영업중,,,,,,02-941-7800,,,서울특별시 노원구 월계동 50번지 1호,서울특별시 노원구 화랑로 323 (월계동),1904.0,더조은요양병원,20210618134317,U,2020-12-05 22:00:00.0,요양병원(일반요양병원),205548.23208928,456950.152059544,,,,,,,,,,,,,,,,
3240000,PHMA220163240033021200002,20070625,,1,영업/정상,13,영업중,,,,,,02-2202-3114,,,서울특별시 강동구 성내동 553번지 17호 G.M.F.빌딩,서울특별시 강동구 올림픽로 546 G.M.F.빌딩 (성내동),5398.0,청병원,20210609133413,U,2020-12-05 23:01:00.0,병원,210628.962243039,447573.719167172,,,,,,,,,,,,,,,,
3110000,PHMA220173110032021200001,20170929,,1,영업/정상,13,영업중,,,,,,02-382-7700,,,서울특별시 은평구 역촌동 44번지 28호,서울특별시 은평구 연서로 10 지하2~지상9층 (역촌동),3409.0,리드힐병원,20210420175905,U,2020-12-03 22:02:00.0,병원,192551.98978217,455278.568446081,,,,,,,,,,,,,,,,
3140000,PHMA220023140033021200001,20021231,,1,영업/정상,13,영업중,,,,,,02-2691-2875,,158074.0,서울특별시 양천구 신정4동 888번지 47호,서울특별시 양천구 신정중앙로 103 (신정동),7938.0,이엔이치과병원,20210428174749,U,2020-12-03 21:00:00.0,치과병원,187852.723365018,447149.18316504,,,,,,,,,,,,,,,,
3030000,PHMA220173030033021200003,20171123,,1,영업/정상,13,영업중,,,,,,02-2297-9988,,,서울특별시 성동구 행당동 130번지 115호 9988병원빌딩,서울특별시 성동구 왕십리로 269 (행당동),4745.0,9988병원,20191106140308,U,2019-11-08 02:40:00.0,병원,203242.775760419,450703.100046897,병원,14.0,12.0,42.0,1939.21,119 116 109 106 105 101,내과 정형외과 신경외과 마취통증의학과 영상의학과 진단검사의학과,,,,0.0,0.0,,,0.0,
3030000,PHMA220053030033021200001,20050811,,1,영업/정상,13,영업중,,,,,,02-2282-0001,,,서울특별시 성동구 홍익동 102번지,서울특별시 성동구 마장로 207 (홍익동),4706.0,서울특별시장애인치과병원,20170905183913,I,2018-08-31 23:59:59.0,치과병원,202827.973126186,451607.692035272,치과병원,11.0,0.0,0.0,1606.62,401 109,마취통증의학과 치과,,,,0.0,0.0,,,0.0,
3030000,PHMA220093030033021200001,20090603,,1,영업/정상,13,영업중,,,,,,02-462-0114,,133831.0,서울특별시 성동구 성수2가3동 275번지 2호,서울특별시 성동구 동일로 93 (성수동2가),4787.0,서울효사랑요양병원,20200406173509,U,2020-04-08 02:40:00.0,요양병원(일반요양병원),205503.603619543,448769.008639507,요양병원(일반요양병원),34.0,25.0,157.0,1096.1,101 102 109 122 120 105 301 308,내과 신경과 정형외과 마취통증의학과 재활의학과 가정의학과 한방내과 침구과,,,,0.0,0.0,,,0.0,
3030000,PHMA220163030033021200001,20160216,,1,영업/정상,13,영업중,,,,,,02-2247-7272,,,서울특별시 성동구 용답동 235번지 8호,서울특별시 성동구 자동차시장1길 85 지하1지상3~5층 (용답동 JS빌딩),4808.0,시온요양병원,20190107194505,U,2019-01-09 02:40:00.0,요양병원(일반요양병원),205861.778324251,450912.302558818,요양병원(일반요양병원),30.0,26.0,160.0,2683.0,308 306 304 302 301 120 116 106 105 102 101,내과 신경과 정형외과 신경외과 영상의학과 재활의학과 한방내과 한방부인과 한방안?이비인후?피부과 한방재활의학과 침구과,,,,0.0,0.0,,,0.0,
3110000,PHMA220093110032021200002,20090323,,1,영업/정상,13,영업중,,,,,,02-382-0088,,,서울특별시 은평구 응암동 104번지 7호 지하1층 1~7층,서울특별시 은평구 응암로 304 지1 1~7층 (응암동),3464.0,노블요양병원,20210210164719,U,2020-12-01 23:02:00.0,요양병원(일반요양병원),192972.510360374,455129.703361347,,,,,,,,,,,,,,,,
3030000,PHMA220103030033021200001,20101006,,1,영업/정상,13,영업중,,,,,,02-2293-7582,,133866.0,서울특별시 성동구 행당1동 198번지 1호,서울특별시 성동구 왕십리로 296 (행당동),4751.0,서울연세병원,20181207151939,U,2018-12-09 02:40:00.0,병원,203125.751232112,450929.958443224,병원,12.0,11.0,30.0,1219.0,104 105 108,성형외과 정형외과 외과,,,,0.0,0.0,,,0.0,
3010000,PHMA219763010033021200001,19760310,,1,영업/정상,13,영업중,,,,,,02-2270-0114,,,,서울특별시 중구 마른내로 9 (저동2가),4551.0,인제대학교 서울백병원,20210517110410,U,2020-12-04 23:09:00.0,종합병원,,,,,,,,,,,,,,,,,,
3030000,PHMA220173030033021200002,20170804,,1,영업/정상,13,영업중,,,,,,02-3394-9878,,,서울특별시 성동구 용답동 235-3 2~7층,서울특별시 성동구 천호대로 436 2~7층 (용답동),4808.0,굿모닝요양병원,20210430145428,U,2020-12-05 00:02:00.0,요양병원(일반요양병원),205869.831879948,450941.189726548,,,,,,,,,,,,,,,,
3210000,PHMA220083210034021200001,20080401,,1,영업/정상,13,영업중,,,,,,02-2046-5201,,137820.0,서울특별시 서초구 방배동 478번지 3호   479번지 5호,서울특별시 서초구 효령로 10 (방배동),6698.0,연세사랑병원,20210430133649,U,2020-12-05 00:02:00.0,병원,198754.841422931,441614.292981475,,,,,,,,,,,,,,,,
3040000,PHMA220123040033021200001,20120530,,1,영업/정상,13,영업중,,,,,,3425-8200,,,서울특별시 광진구 능동 222번지 13호 외 222-14,서울특별시 광진구 천호대로 568 (능동),4985.0,연세무척나은병원,20190329171513,U,2019-03-31 02:40:00.0,병원,207070.392315692,450446.773797063,병원,28.0,9.0,41.0,1744.22,105 101 109 120 106 116 119,진단검사의학과 영상의학과 신경외과 재활의학과 마취통증의학과 내과 정형외과,,,,0.0,0.0,,,0.0,
3040000,PHMA220193040033021200001,20190701,,1,영업/정상,13,영업중,,,,,,02-456-8898,,,서울특별시 광진구 자양동 685번지,서울특별시 광진구 자양로 38 편안한요양병원 (자양동),5112.0,편안한요양병원,20200514095344,U,2020-05-16 02:40:00.0,요양병원(일반요양병원),207574.350933065,447709.275315842,요양병원(일반요양병원),5.0,68.0,348.0,6747.51,308 306 301 122 120 115 107 106 105 104 102 101,내과 신경과 외과 정형외과 신경외과 흉부외과 비뇨의학과 재활의학과 가정의학과 한방내과 한방재활의학과 침구과,,,,0.0,0.0,,,0.0,
3040000,PHMA220183040033021200001,20120816,,1,영업/정상,13,영업중,,,,,,02-464-2700,,,서울특별시 광진구 자양동 24번지 9호,서울특별시 광진구 동일로 92-1 B1~2 3~7층 (자양동),5071.0,서울프라임병원,20200504081821,U,2020-05-06 02:40:00.0,병원,205558.67706739,448728.056778367,병원,12.0,20.0,59.0,2224.5,122 116 111 106 105 101,내과 정형외과 신경외과 소아청소년과 영상의학과 가정의학과,,,,0.0,0.0,,,0.0,
3040000,PHMA220173040033021200001,20171211,,1,영업/정상,13,영업중,,,,,,02-461-6602,,,서울특별시 광진구 화양동 24번지 17호,서울특별시 광진구 동일로 154 (화양동),5013.0,동부참사랑요양병원,20190724103728,U,2019-07-26 02:40:00.0,요양병원(일반요양병원),205799.162717309,449285.820248663,요양병원(일반요양병원),6.0,42.0,147.0,3010.69,308 306 302 301 122 120 106 105 104 102 101,내과 신경과 외과 정형외과 신경외과 재활의학과 가정의학과 한방내과 한방부인과 한방재활의학과 침구과,,,,0.0,0.0,,,0.0,
3040000,PHMA219823040033021200001,19821116,,1,영업/정상,13,영업중,,,,,,1588-1533,,143729.0,서울특별시 광진구 화양동 4번지 12호  4번지19호,서울특별시 광진구 능동로 120-1 (화양동),5030.0,건국대학교병원,20191120151808,U,2019-11-29 02:40:00.0,종합병원,206303.03222946,448689.878161826,종합병원,1244.0,239.0,844.0,83457.96,404 403 402 125 123 122 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101,내과 신경과 정신건강의학과 외과 정형외과 신경외과 흉부외과 성형외과 마취통증의학과 산부인과 소아청소년과 안과 이비인후과 피부과 비뇨의학과 영상의학과 방사선종양학과 병리과 진단검사의학과 재활의학과 가정의학과 핵의학과 응급의학과 구강악안면외과 치과보철과 치과교정과,,,,0.0,0.0,,,0.0,
3040000,PHMA220043040033021200001,20040611,,1,영업/정상,13,영업중,,,,,,02-452-7272,,143180.0,서울특별시 광진구 능동 276-2,서울특별시 광진구 천호대로 556 (능동),4985.0,광진예치과병원,20180530131451,I,2018-08-31 23:59:59.0,치과병원,206972.721585135,450495.893226514,치과병원,4.0,0.0,0.0,363.75,401,치과,,,,0.0,0.0,,,0.0,
3040000,PHMA219623040033021200001,19620201,,1,영업/정상,13,영업중,,,,,,02-2204-0114,,,서울특별시 광진구 중곡동 30번지 1호,서울특별시 광진구 용마산로 127 (중곡동 국립정신건강센터),4933.0,국립정신건강센터,20201103164939,U,2019-11-02 00:03:00.0,병원,207510.076791915,451417.864438667,,,,,,,,,,,,,,,,
3220000,PHMA220213220033021200002,20210327,,1,영업/정상,13,영업중,,,,,,02-556-2010,,,서울특별시 강남구 역삼동 825 미진프라자 21층,서울특별시 강남구 강남대로 390 미진프라자 21층 (역삼동),6232.0,서울페이스21치과병원,20210327075022,I,2020-12-02 21:00:00.0,치과병원,202462.604763481,443960.186302868,,,,,,,,,,,,,,,,
3030000,PHMA219723030033021200001,19720424,,1,영업/정상,13,영업중,,,,,,02-2290-8114,,,서울특별시 성동구 사근동 110번지,서울특별시 성동구 왕십리로 222-1 (사근동),4763.0,한양대학교병원,20210614165035,U,2020-12-05 23:06:00.0,종합병원,204108.263654233,450598.470063263,,,,,,,,,,,,,,,,
3040000,PHMA220113040033021200001,20111226,,1,영업/정상,13,영업중,,,,,,02-1577-9844,,143837.0,서울특별시 광진구 군자동 27번지 2호 지하123456층,서울특별시 광진구 능동로 261 (군자동),4998.0,바른본병원,20190514172347,U,2019-05-16 02:40:00.0,병원,206746.708330261,450141.931842062,병원,28.0,9.0,42.0,1551.59,116 109 106 105,정형외과 신경외과 마취통증의학과 영상의학과,,,,0.0,0.0,,,0.0,
3150000,PHMA220013150037021200002,20010801,,1,영업/정상,13,영업중,,,,,,02-2605-2114,,,서울특별시 강서구 화곡동 1052번지 6호,서울특별시 강서구 강서로 182 (화곡동),7702.0,참요양병원,20210430180340,U,2020-12-05 00:02:00.0,요양병원(일반요양병원),185764.898845811,448963.082543946,,,,,,,,,,,,,,,,
3050000,PHMA220023050034021200001,20020111,,1,영업/정상,13,영업중,,,,,,965-2800,,,서울특별시 동대문구 용두동 45번지 1호,서울특별시 동대문구 고산자로 421 (용두동),2566.0,서울명병원,20200526141237,U,2020-05-28 02:40:00.0,병원,203286.025302112,452787.900775473,병원,35.0,40.0,286.0,3450.75,122 103 102 101,내과 신경과 정신건강의학과 가정의학과,,,,0.0,0.0,,,0.0,
3050000,PHMA220033050034021200001,20030730,,1,영업/정상,13,영업중,,,,,,02-2281-9999,,130100.0,서울특별시 동대문구 장한로 143(장안4동 306-4),서울특별시 동대문구 장한로 143 (장안동),2528.0,코리아병원,20200805145021,U,2019-12-08 00:07:00.0,병원,206246.533362941,452326.906548037,,,,,,,,,,,,,,,,
3040000,PHMA220083040033021200002,20080118,,1,영업/정상,13,영업중,,,,,,02-466-7528,,143130.0,서울특별시 광진구 화양동 6번지 1호 3 4층,서울특별시 광진구 능동로 103 3.4층 (화양동),5017.0,에스(S)리더치과병원,20210126092455,U,2020-11-30 22:08:00.0,치과병원,206163.281973626,448682.578827966,,,,,,,,,,,,,,,,
3150000,PHMA220123150037021200002,20120720,,1,영업/정상,13,영업중,,,,,,02-2666-7582,,,서울특별시 강서구 방화동 572번지 11호,서울특별시 강서구 양천로 92 지하1 지상1~6층 층호 (방화동 방화정형외과),7604.0,방화병원,20210329135030,U,2020-12-02 21:01:00.0,병원,183500.183270254,452337.321434998,,,,,,,,,,,,,,,,
3050000,PHMA220143050034021200001,20140521,,1,영업/정상,13,영업중,,,,,,0222112211,,,,서울특별시 동대문구 장한로32길 7 (장안동),2522.0,브레인요양병원,20200319170242,U,2020-03-21 02:40:00.0,요양병원(일반요양병원),206344.162717169,452578.5598439,요양병원(일반요양병원),32.0,24.0,143.0,3970.31,308 307 306 305 304 303 302 301 122 120 115 114 113 111 106 105 104 102 101,내과 신경과 외과 정형외과 신경외과 소아청소년과 이비인후과 피부과 비뇨의학과 재활의학과 가정의학과 한방내과 한방부인과 한방소아과 한방안?이비인후?피부과 한방신경정신과 한방재활의학과 사상체질과 침구과,,,,0.0,0.0,,,0.0,
3050000,PHMA220153050034021200001,20150316,,1,영업/정상,13,영업중,,,,,,02-2214-5100,,130800.0,서울특별시 동대문구 답십리동 12번지 262호,서울특별시 동대문구 한천로 49 (답십리동),2617.0,멘토스병원,20200319170044,U,2020-03-21 02:40:00.0,병원,205366.089507406,451593.251080441,병원,26.0,28.0,273.0,3398.0,103 101,내과 정신건강의학과,,,,0.0,0.0,,,0.0,
3050000,PHMA219713050034021200003,19711005,,1,영업/정상,13,영업중,,,,,,02-958-8114,,,서울특별시 동대문구 회기동 1번지 5호,서울특별시 동대문구 경희대로 23 (회기동 경희의료원),2447.0,경희대학교치과병원,20200319164613,U,2020-03-21 02:40:00.0,치과병원,204469.209049094,454934.047367752,치과병원,155.0,4.0,20.0,2219.0,409 408 407 406 405 404 403 402,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과,,,,0.0,0.0,,,0.0,
3050000,PHMA220163050034021200001,20160923,,1,영업/정상,13,영업중,,,,,,2213-9991,,,서울특별시 동대문구 장안동 313번지 3호 지하1층지상1~11층,서울특별시 동대문구 장한로 200 (장안동 KS빌딩),2519.0,대한민국요양병원,20200526141624,U,2020-05-28 02:40:00.0,요양병원(일반요양병원),206335.296609078,452888.851973774,요양병원(일반요양병원),22.0,27.0,170.0,2361.6,122 120 106 105 104 102 101,내과 신경과 외과 정형외과 신경외과 재활의학과 가정의학과,,,,0.0,0.0,,,0.0,
3050000,PHMA219713050034021200001,19710821,,1,영업/정상,13,영업중,,,,,,02-958-8114,,130050.0,서울특별시 동대문구 경희대길 45(회기동 산1번지),서울특별시 동대문구 경희대로 23 (회기동),2447.0,경희대학교한방병원,20210325093704,U,2020-12-02 22:07:00.0,한방병원,204573.676417283,454934.047367752,,,,,,,,,,,,,,,,
3050000,PHMA220193050034021200002,20191030,,1,영업/정상,13,영업중,,,,,,02-2246-7528,,,서울특별시 동대문구 답십리동 94번지 9호 목련빌딩 3층,서울특별시 동대문구 전농로 102 3층 (답십리동),2538.0,엘치과병원,20200319171501,U,2020-03-21 02:40:00.0,치과병원,205049.095910832,452418.270436454,치과병원,3.0,0.0,0.0,270.6,411 407 406 404 403,치과보철과 치과교정과 치주과 치과보존과 예방치과,,,,0.0,0.0,,,0.0,
3050000,PHMA220003050034021200001,20000929,,1,영업/정상,13,영업중,,,,,,02-2234-6555,,130110.0,서울특별시 동대문구 하정로 22(신설동 103-1011),서울특별시 동대문구 천호대로 20 (신설동),2586.0,의료법인마리아의료재단마리아병원,20200319171657,U,2020-03-21 02:40:00.0,병원,202175.202011346,452453.201004356,병원,45.0,10.0,30.0,2993.0,115 110,산부인과 비뇨의학과,,,,0.0,0.0,,,0.0,
3050000,PHMA220193050034021200001,20190714,,1,영업/정상,13,영업중,,,,,,02-2088-0580,,,서울특별시 동대문구 제기동 892번지 64호,서울특별시 동대문구 정릉천동로 102 지하1층~지상4층 (제기동),2569.0,행복닥터스요양병원,20200526141529,U,2020-05-28 02:40:00.0,요양병원(일반요양병원),203109.595530999,453230.287283096,요양병원(일반요양병원),12.0,40.0,188.0,4172.33,308 306 301 122 120 116 106 105 102 101,내과 신경과 정형외과 신경외과 영상의학과 재활의학과 가정의학과 한방내과 한방재활의학과 침구과,,,,0.0,0.0,,,0.0,
3080000,PHMA220203080033021200002,20200828,,1,영업/정상,13,영업중,,,,,,02-1670-8875,,,서울특별시 강북구 미아동 62-38 서울유병원BK빌딩,서울특별시 강북구 도봉로 77 지하2층~지하1층 3층~8층층 (미아동),1205.0,서울유병원,20200923182146,U,2019-12-08 22:05:00.0,병원,202551.649698002,457089.450013657,,,,,,,,,,,,,,,,
3050000,PHMA219713050034021200002,19711005,,1,영업/정상,13,영업중,,,,,,02-958-8114,,,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 23 (회기동),2447.0,경희대학교병원,20210112092554,U,2020-11-30 23:04:00.0,종합병원,204573.676417283,454934.047367752,,,,,,,,,,,,,,,,
3050000,PHMA220123050034021200001,20120824,,1,영업/정상,13,영업중,,,,,,02-2246-8750,,,서울특별시 동대문구 답십리동 492번지 2호 하늘병원,서울특별시 동대문구 천호대로 317 하늘병원 (답십리동),2622.0,하늘병원,20200319171040,U,2020-03-21 02:40:00.0,병원,204831.461305899,451444.505952989,병원,33.0,20.0,77.0,8528.69,101 105 106 109 120 122,내과 정형외과 신경외과 마취통증의학과 재활의학과 가정의학과,,,,0.0,0.0,,,0.0,
